"","year_el","state","pc_no","n_college"
"1620",1999,"uttar pradesh",45,9
"1621",1999,"uttar pradesh",46,7
"1622",1999,"uttar pradesh",47,8
"1623",1999,"uttar pradesh",48,19
"1624",1999,"uttar pradesh",49,2
"1625",1999,"uttar pradesh",50,5
"1626",1999,"uttar pradesh",51,8
"1627",1999,"uttar pradesh",52,18
"1628",1999,"uttar pradesh",53,7
"1629",1999,"uttar pradesh",54,5
"1630",1999,"uttar pradesh",55,6
"1631",1999,"uttar pradesh",56,2
"1632",1999,"uttar pradesh",57,7
"1633",1999,"uttar pradesh",58,3
"1634",1999,"uttar pradesh",59,8
"1635",1999,"uttar pradesh",60,7
"1636",1999,"uttar pradesh",61,25
"1637",1999,"uttar pradesh",62,2
"1638",1999,"uttar pradesh",63,4
"1639",1999,"uttar pradesh",64,6
"1640",1999,"uttar pradesh",65,3
"1641",1999,"uttar pradesh",66,15
"1642",1999,"uttar pradesh",67,7
"1643",1999,"uttar pradesh",68,3
"1644",1999,"uttar pradesh",69,17
"1645",1999,"uttar pradesh",70,12
"1646",1999,"uttar pradesh",71,5
"1647",1999,"uttar pradesh",72,10
"1648",1999,"uttar pradesh",73,35
"1649",1999,"uttar pradesh",74,5
"1650",1999,"uttar pradesh",75,25
"1651",1999,"uttar pradesh",76,35
"1652",1999,"uttar pradesh",77,21
"1653",1999,"uttar pradesh",78,16
"1654",1999,"uttar pradesh",79,3
"1655",1999,"uttar pradesh",80,12
"1656",1999,"uttarakhand",1,19
"1657",1999,"uttarakhand",2,3
"1658",1999,"uttarakhand",3,3
"1659",1999,"uttarakhand",4,7
"1660",1999,"uttarakhand",5,5
"1661",1999,"west bengal",1,1
"1662",1999,"west bengal",2,1
"1663",1999,"west bengal",3,2
"1664",1999,"west bengal",4,4
"1665",1999,"west bengal",5,1
"1666",1999,"west bengal",6,1
"1667",1999,"west bengal",7,1
"1668",1999,"west bengal",8,1
"1669",1999,"west bengal",9,5
"1670",1999,"west bengal",10,5
"1671",1999,"west bengal",11,1
"1672",1999,"west bengal",12,7
"1673",1999,"west bengal",13,1
"1674",1999,"west bengal",14,1
"1675",1999,"west bengal",17,1
"1676",1999,"west bengal",18,9
"1677",1999,"west bengal",19,3
"1678",1999,"west bengal",20,21
"1679",1999,"west bengal",21,1
"1680",1999,"west bengal",22,6
"1681",1999,"west bengal",23,14
"1682",1999,"west bengal",24,1
"1683",1999,"west bengal",25,2
"1684",1999,"west bengal",27,5
"1685",1999,"west bengal",29,2
"1686",1999,"west bengal",30,6
"1687",1999,"west bengal",31,3
"1688",1999,"west bengal",32,3
"1689",1999,"west bengal",34,2
"1690",1999,"west bengal",35,4
"1691",1999,"west bengal",36,2
"1692",1999,"west bengal",37,15
"1693",1999,"west bengal",38,4
"1694",1999,"west bengal",39,5
"1695",1999,"west bengal",40,3
"1696",1999,"west bengal",41,2
"1697",1999,"west bengal",42,1
"1698",2004,"arunachal pradesh",1,6
"1699",2004,"arunachal pradesh",2,1
"1700",2004,"arunachal pradesh",48,1
"1701",2004,"assam",2,3
"1702",2004,"assam",3,1
"1703",2004,"assam",5,3
"1704",2004,"assam",6,3
"1705",2004,"assam",7,19
"1706",2004,"assam",8,3
"1707",2004,"assam",12,2
"1708",2004,"assam",13,1
"1709",2004,"assam",22,1
"1710",2004,"bihar",2,1
"1711",2004,"bihar",5,1
"1712",2004,"bihar",6,1
"1713",2004,"bihar",7,3
"1714",2004,"bihar",8,1
"1715",2004,"bihar",9,1
"1716",2004,"bihar",13,2
"1717",2004,"bihar",14,1
"1718",2004,"bihar",15,4
"1719",2004,"bihar",17,2
"1720",2004,"bihar",18,1
"1721",2004,"bihar",20,1
"1722",2004,"bihar",23,1
"1723",2004,"bihar",24,1
"1724",2004,"bihar",26,2
"1725",2004,"bihar",27,1
"1726",2004,"bihar",31,4
"1727",2004,"bihar",32,8
"1728",2004,"bihar",33,1
"1729",2004,"bihar",35,1
"1730",2004,"bihar",37,1
"1731",2004,"bihar",38,4
"1732",2004,"bihar",39,1
"1733",2004,"bihar",40,7
"1734",2004,"chandigarh",1,1
"1735",2004,"chandigarh",22,1
"1736",2004,"chhattisgarh",1,15
"1737",2004,"chhattisgarh",2,9
"1738",2004,"chhattisgarh",3,17
"1739",2004,"chhattisgarh",4,16
"1740",2004,"chhattisgarh",5,8
"1741",2004,"chhattisgarh",6,38
"1742",2004,"chhattisgarh",7,11
"1743",2004,"chhattisgarh",8,7
"1744",2004,"chhattisgarh",9,8
"1745",2004,"chhattisgarh",10,35
"1746",2004,"chhattisgarh",11,12
"1747",2004,"chhattisgarh",14,1
"1748",2004,"dadra and nagar haveli",1,5
"1749",2004,"daman and diu",1,1
"1750",2004,"delhi",1,4
"1751",2004,"delhi",2,5
"1752",2004,"delhi",3,21
"1753",2004,"delhi",4,6
"1754",2004,"delhi",7,2
"1755",2004,"goa",1,2
"1756",2004,"goa",2,2
"1757",2004,"gujarat",1,22
"1758",2004,"gujarat",2,24
"1759",2004,"gujarat",3,9
"1760",2004,"gujarat",4,48
"1761",2004,"gujarat",5,7
"1762",2004,"gujarat",6,34
"1763",2004,"gujarat",7,19
"1764",2004,"gujarat",8,12
"1765",2004,"gujarat",9,5
"1766",2004,"gujarat",10,20
"1767",2004,"gujarat",11,75
"1768",2004,"gujarat",12,53
"1769",2004,"gujarat",13,15
"1770",2004,"gujarat",14,14
"1771",2004,"gujarat",15,31
"1772",2004,"gujarat",16,18
"1773",2004,"gujarat",17,8
"1774",2004,"gujarat",18,16
"1775",2004,"gujarat",19,6
"1776",2004,"gujarat",20,27
"1777",2004,"gujarat",21,5
"1778",2004,"gujarat",22,30
"1779",2004,"gujarat",23,8
"1780",2004,"gujarat",24,29
"1781",2004,"gujarat",25,6
"1782",2004,"gujarat",26,4
"1783",2004,"gujarat",41,1
"1784",2004,"haryana",1,59
"1785",2004,"haryana",2,49
"1786",2004,"haryana",3,40
"1787",2004,"haryana",4,64
"1788",2004,"haryana",5,83
"1789",2004,"haryana",6,47
"1790",2004,"haryana",7,94
"1791",2004,"haryana",8,48
"1792",2004,"haryana",9,41
"1793",2004,"haryana",10,38
"1794",2004,"haryana",24,1
"1795",2004,"haryana",36,1
"1796",2004,"himachal pradesh",1,27
"1797",2004,"himachal pradesh",2,26
"1798",2004,"himachal pradesh",3,22
"1799",2004,"himachal pradesh",4,18
"1800",2004,"himachal pradesh",18,1
"1801",2004,"jammu and kashmir",1,26
"1802",2004,"jammu and kashmir",2,18
"1803",2004,"jammu and kashmir",3,15
"1804",2004,"jammu and kashmir",5,18
"1805",2004,"jammu and kashmir",6,26
"1806",2004,"jharkhand",5,3
"1807",2004,"jharkhand",6,1
"1808",2004,"jharkhand",7,1
"1809",2004,"jharkhand",8,5
"1810",2004,"jharkhand",9,4
"1811",2004,"jharkhand",10,1
"1812",2004,"jharkhand",11,1
"1813",2004,"jharkhand",12,1
"1814",2004,"jharkhand",13,7
"1815",2004,"jharkhand",14,2
"1816",2004,"karnataka",1,73
"1817",2004,"karnataka",2,69
"1818",2004,"karnataka",3,54
"1819",2004,"karnataka",4,24
"1820",2004,"karnataka",5,39
"1821",2004,"karnataka",6,51
"1822",2004,"karnataka",7,20
"1823",2004,"karnataka",8,36
"1824",2004,"karnataka",9,30
"1825",2004,"karnataka",10,53
"1826",2004,"karnataka",11,155
"1827",2004,"karnataka",12,98
"1828",2004,"karnataka",13,87
"1829",2004,"karnataka",14,29
"1830",2004,"karnataka",15,18
"1831",2004,"karnataka",16,36
"1832",2004,"karnataka",17,21
"1833",2004,"karnataka",18,69
"1834",2004,"karnataka",19,38
"1835",2004,"karnataka",20,23
"1836",2004,"karnataka",21,33
"1837",2004,"karnataka",22,26
"1838",2004,"karnataka",23,23
"1839",2004,"karnataka",24,79
"1840",2004,"karnataka",25,64
"1841",2004,"karnataka",26,46
"1842",2004,"karnataka",27,31
"1843",2004,"karnataka",28,52
"1844",2004,"karnataka",29,1
"1845",2004,"karnataka",30,1
"1846",2004,"kerala",1,17
"1847",2004,"kerala",2,18
"1848",2004,"kerala",3,11
"1849",2004,"kerala",4,31
"1850",2004,"kerala",5,32
"1851",2004,"kerala",6,31
"1852",2004,"kerala",7,17
"1853",2004,"kerala",8,11
"1854",2004,"kerala",9,15
"1855",2004,"kerala",10,11
"1856",2004,"kerala",11,19
"1857",2004,"kerala",12,17
"1858",2004,"kerala",13,15
"1859",2004,"kerala",14,12
"1860",2004,"kerala",15,11
"1861",2004,"kerala",16,12
"1862",2004,"kerala",17,10
"1863",2004,"kerala",18,22
"1864",2004,"kerala",19,12
"1865",2004,"kerala",20,35
"1866",2004,"ladakh",4,2
"1867",2004,"madhya pradesh",1,27
"1868",2004,"madhya pradesh",2,31
"1869",2004,"madhya pradesh",3,72
"1870",2004,"madhya pradesh",4,13
"1871",2004,"madhya pradesh",5,32
"1872",2004,"madhya pradesh",6,15
"1873",2004,"madhya pradesh",7,18
"1874",2004,"madhya pradesh",8,19
"1875",2004,"madhya pradesh",9,13
"1876",2004,"madhya pradesh",10,9
"1877",2004,"madhya pradesh",11,9
"1878",2004,"madhya pradesh",12,9
"1879",2004,"madhya pradesh",13,4
"1880",2004,"madhya pradesh",14,43
"1881",2004,"madhya pradesh",15,10
"1882",2004,"madhya pradesh",16,9
"1883",2004,"madhya pradesh",17,11
"1884",2004,"madhya pradesh",18,122
"1885",2004,"madhya pradesh",19,15
"1886",2004,"madhya pradesh",20,10
"1887",2004,"madhya pradesh",21,9
"1888",2004,"madhya pradesh",22,13
"1889",2004,"madhya pradesh",23,9
"1890",2004,"madhya pradesh",24,9
"1891",2004,"madhya pradesh",25,11
"1892",2004,"madhya pradesh",26,97
"1893",2004,"madhya pradesh",27,18
"1894",2004,"madhya pradesh",28,6
"1895",2004,"madhya pradesh",29,12
"1896",2004,"madhya pradesh",57,1
"1897",2004,"madhya pradesh",61,1
"1898",2004,"madhya pradesh",69,1
"1899",2004,"madhya pradesh",77,1
"1900",2004,"maharashtra",1,13
"1901",2004,"maharashtra",2,16
"1902",2004,"maharashtra",3,27
"1903",2004,"maharashtra",4,2
"1904",2004,"maharashtra",5,6
"1905",2004,"maharashtra",6,12
"1906",2004,"maharashtra",7,13
"1907",2004,"maharashtra",8,18
"1908",2004,"maharashtra",9,25
"1909",2004,"maharashtra",10,77
"1910",2004,"maharashtra",11,18
"1911",2004,"maharashtra",12,69
"1912",2004,"maharashtra",13,13
"1913",2004,"maharashtra",14,25
"1914",2004,"maharashtra",15,34
"1915",2004,"maharashtra",16,18
"1916",2004,"maharashtra",17,26
"1917",2004,"maharashtra",18,29
"1918",2004,"maharashtra",19,22
"1919",2004,"maharashtra",20,15
"1920",2004,"maharashtra",21,24
"1921",2004,"maharashtra",22,23
"1922",2004,"maharashtra",23,117
"1923",2004,"maharashtra",24,26
"1924",2004,"maharashtra",25,36
"1925",2004,"maharashtra",26,46
"1926",2004,"maharashtra",27,26
"1927",2004,"maharashtra",28,22
"1928",2004,"maharashtra",29,16
"1929",2004,"maharashtra",30,47
"1930",2004,"maharashtra",31,28
"1931",2004,"maharashtra",32,15
"1932",2004,"maharashtra",33,78
"1933",2004,"maharashtra",34,51
"1934",2004,"maharashtra",35,40
"1935",2004,"maharashtra",36,27
"1936",2004,"maharashtra",37,27
"1937",2004,"maharashtra",38,29
"1938",2004,"maharashtra",39,40
"1939",2004,"maharashtra",40,22
"1940",2004,"maharashtra",41,77
"1941",2004,"maharashtra",42,75
"1942",2004,"maharashtra",43,78
"1943",2004,"maharashtra",44,13
"1944",2004,"maharashtra",45,29
"1945",2004,"maharashtra",46,21
"1946",2004,"maharashtra",47,24
"1947",2004,"maharashtra",48,25
"1948",2004,"manipur",1,4
"1949",2004,"manipur",2,1
"1950",2004,"meghalaya",1,6
"1951",2004,"meghalaya",2,4
"1952",2004,"meghalaya",3,2
"1953",2004,"mizoram",1,8
"1954",2004,"nagaland",1,11
"1955",2004,"odisha",1,6
"1956",2004,"odisha",2,8
"1957",2004,"odisha",3,1
"1958",2004,"odisha",4,7
"1959",2004,"odisha",5,6
"1960",2004,"odisha",6,8
"1961",2004,"odisha",7,5
"1962",2004,"odisha",8,7
"1963",2004,"odisha",9,84
"1964",2004,"odisha",10,2
"1965",2004,"odisha",11,9
"1966",2004,"odisha",12,10
"1967",2004,"odisha",14,2
"1968",2004,"odisha",15,2
"1969",2004,"odisha",16,4
"1970",2004,"odisha",17,3
"1971",2004,"odisha",18,3
"1972",2004,"odisha",19,6
"1973",2004,"odisha",20,4
"1974",2004,"odisha",21,2
"1975",2004,"puducherry",1,27
"1976",2004,"puducherry",3,2
"1977",2004,"puducherry",9,1
"1978",2004,"puducherry",10,2
"1979",2004,"punjab",1,31
"1980",2004,"punjab",2,23
"1981",2004,"punjab",3,7
"1982",2004,"punjab",4,30
"1983",2004,"punjab",5,22
"1984",2004,"punjab",6,16
"1985",2004,"punjab",7,26
"1986",2004,"punjab",8,40
"1987",2004,"punjab",9,24
"1988",2004,"punjab",10,30
"1989",2004,"punjab",11,34
"1990",2004,"punjab",12,32
"1991",2004,"punjab",13,20
"1992",2004,"punjab",41,1
"1993",2004,"punjab",42,2
"1994",2004,"punjab",43,1
"1995",2004,"rajasthan",1,87
"1996",2004,"rajasthan",2,58
"1997",2004,"rajasthan",3,41
"1998",2004,"rajasthan",4,115
"1999",2004,"rajasthan",5,143
"2000",2004,"rajasthan",6,182
"2001",2004,"rajasthan",7,64
"2002",2004,"rajasthan",8,71
"2003",2004,"rajasthan",9,66
"2004",2004,"rajasthan",10,35
"2005",2004,"rajasthan",11,35
"2006",2004,"rajasthan",12,22
"2007",2004,"rajasthan",13,36
"2008",2004,"rajasthan",14,22
"2009",2004,"rajasthan",15,19
"2010",2004,"rajasthan",16,23
"2011",2004,"rajasthan",17,10
"2012",2004,"rajasthan",18,74
"2013",2004,"rajasthan",19,69
"2014",2004,"rajasthan",20,19
"2015",2004,"rajasthan",21,22
"2016",2004,"rajasthan",22,17
"2017",2004,"rajasthan",23,10
"2018",2004,"rajasthan",24,66
"2019",2004,"rajasthan",25,46
"2020",2004,"rajasthan",29,1
"2021",2004,"sikkim",1,2
"2022",2004,"tamil nadu",1,23
"2023",2004,"tamil nadu",2,20
"2024",2004,"tamil nadu",3,12
"2025",2004,"tamil nadu",4,41
"2026",2004,"tamil nadu",5,33
"2027",2004,"tamil nadu",6,8
"2028",2004,"tamil nadu",7,34
"2029",2004,"tamil nadu",8,10
"2030",2004,"tamil nadu",9,36
"2031",2004,"tamil nadu",10,12
"2032",2004,"tamil nadu",11,21
"2033",2004,"tamil nadu",12,24
"2034",2004,"tamil nadu",13,35
"2035",2004,"tamil nadu",14,16
"2036",2004,"tamil nadu",15,48
"2037",2004,"tamil nadu",16,38
"2038",2004,"tamil nadu",17,49
"2039",2004,"tamil nadu",18,17
"2040",2004,"tamil nadu",19,23
"2041",2004,"tamil nadu",20,77
"2042",2004,"tamil nadu",21,13
"2043",2004,"tamil nadu",22,25
"2044",2004,"tamil nadu",23,23
"2045",2004,"tamil nadu",24,36
"2046",2004,"tamil nadu",25,15
"2047",2004,"tamil nadu",26,22
"2048",2004,"tamil nadu",27,45
"2049",2004,"tamil nadu",28,38
"2050",2004,"tamil nadu",29,13
"2051",2004,"tamil nadu",30,32
"2052",2004,"tamil nadu",31,30
"2053",2004,"tamil nadu",32,54
"2054",2004,"tamil nadu",33,28
"2055",2004,"tamil nadu",34,11
"2056",2004,"tamil nadu",35,23
"2057",2004,"tamil nadu",36,39
"2058",2004,"tamil nadu",37,7
"2059",2004,"tamil nadu",38,16
"2060",2004,"tamil nadu",39,53
"2061",2004,"telangana",4,1
"2062",2004,"telangana",5,4
"2063",2004,"telangana",11,2
"2064",2004,"telangana",13,1
"2065",2004,"telangana",16,1
"2066",2004,"telangana",22,1
"2067",2004,"telangana",28,18
"2068",2004,"telangana",29,28
"2069",2004,"telangana",30,116
"2070",2004,"telangana",31,100
"2071",2004,"telangana",32,33
"2072",2004,"telangana",33,15
"2073",2004,"telangana",34,22
"2074",2004,"telangana",35,25
"2075",2004,"telangana",36,21
"2076",2004,"telangana",37,53
"2077",2004,"telangana",38,49
"2078",2004,"telangana",39,23
"2079",2004,"telangana",40,44
"2080",2004,"telangana",41,78
"2081",2004,"telangana",42,29
"2082",2004,"tripura",1,7
"2083",2004,"tripura",2,3
"2084",2004,"uttar pradesh",1,12
"2085",2004,"uttar pradesh",2,10
"2086",2004,"uttar pradesh",3,19
"2087",2004,"uttar pradesh",4,8
"2088",2004,"uttar pradesh",5,3
"2089",2004,"uttar pradesh",6,5
"2090",2004,"uttar pradesh",7,13
"2091",2004,"uttar pradesh",8,6
"2092",2004,"uttar pradesh",9,7
"2093",2004,"uttar pradesh",10,5
"2094",2004,"uttar pradesh",11,5
"2095",2004,"uttar pradesh",12,3
"2096",2004,"uttar pradesh",13,11
"2097",2004,"uttar pradesh",14,9
"2098",2004,"uttar pradesh",15,15
"2099",2004,"uttar pradesh",16,65
"2100",2004,"uttar pradesh",17,18
"2101",2004,"uttar pradesh",18,10
"2102",2004,"uttar pradesh",19,16
"2103",2004,"uttar pradesh",20,35
"2104",2004,"uttar pradesh",21,11
"2105",2004,"uttar pradesh",22,24
"2106",2004,"uttar pradesh",23,19
"2107",2004,"uttar pradesh",24,20
"2108",2004,"uttar pradesh",25,18
"2109",2004,"uttar pradesh",26,5
"2110",2004,"uttar pradesh",27,2
"2111",2004,"uttar pradesh",28,6
"2112",2004,"uttar pradesh",29,10
"2113",2004,"uttar pradesh",30,8
"2114",2004,"uttar pradesh",31,2
"2115",2004,"uttar pradesh",32,20
"2116",2004,"uttar pradesh",33,7
"2117",2004,"uttar pradesh",34,31
"2118",2004,"uttar pradesh",35,13
"2119",2004,"uttar pradesh",36,8
"2120",2004,"uttar pradesh",37,22
"2121",2004,"uttar pradesh",38,28
"2122",2004,"uttar pradesh",39,17
"2123",2004,"uttar pradesh",40,11
"2124",2004,"uttar pradesh",41,28
"2125",2004,"uttar pradesh",42,7
"2126",2004,"uttar pradesh",43,9
"2127",2004,"uttar pradesh",44,18
"2128",2004,"uttar pradesh",45,9
"2129",2004,"uttar pradesh",46,10
"2130",2004,"uttar pradesh",47,14
"2131",2004,"uttar pradesh",48,32
"2132",2004,"uttar pradesh",49,16
"2133",2004,"uttar pradesh",50,15
"2134",2004,"uttar pradesh",51,24
"2135",2004,"uttar pradesh",52,48
"2136",2004,"uttar pradesh",53,20
"2137",2004,"uttar pradesh",54,15
"2138",2004,"uttar pradesh",55,14
"2139",2004,"uttar pradesh",56,9
"2140",2004,"uttar pradesh",57,11
"2141",2004,"uttar pradesh",58,17
"2142",2004,"uttar pradesh",59,13
"2143",2004,"uttar pradesh",60,13
"2144",2004,"uttar pradesh",61,43
"2145",2004,"uttar pradesh",62,18
"2146",2004,"uttar pradesh",63,19
"2147",2004,"uttar pradesh",64,14
"2148",2004,"uttar pradesh",65,16
"2149",2004,"uttar pradesh",66,36
"2150",2004,"uttar pradesh",67,14
"2151",2004,"uttar pradesh",68,12
"2152",2004,"uttar pradesh",69,40
"2153",2004,"uttar pradesh",70,29
"2154",2004,"uttar pradesh",71,11
"2155",2004,"uttar pradesh",72,28
"2156",2004,"uttar pradesh",73,44
"2157",2004,"uttar pradesh",74,7
"2158",2004,"uttar pradesh",75,65
"2159",2004,"uttar pradesh",76,63
"2160",2004,"uttar pradesh",77,45
"2161",2004,"uttar pradesh",78,24
"2162",2004,"uttar pradesh",79,3
"2163",2004,"uttar pradesh",80,14
"2164",2004,"uttarakhand",1,46
"2165",2004,"uttarakhand",2,11
"2166",2004,"uttarakhand",3,15
"2167",2004,"uttarakhand",4,22
"2168",2004,"uttarakhand",5,30
"2169",2004,"uttarakhand",11,2
"2170",2004,"uttarakhand",35,1
"2171",2004,"west bengal",1,2
"2172",2004,"west bengal",2,6
"2173",2004,"west bengal",3,4
"2174",2004,"west bengal",4,8
"2175",2004,"west bengal",5,2
"2176",2004,"west bengal",6,6
"2177",2004,"west bengal",7,5
"2178",2004,"west bengal",8,5
"2179",2004,"west bengal",9,9
"2180",2004,"west bengal",10,5
"2181",2004,"west bengal",11,6
"2182",2004,"west bengal",12,4
"2183",2004,"west bengal",13,10
"2184",2004,"west bengal",16,5
"2185",2004,"west bengal",17,3
"2186",2004,"west bengal",18,19
"2187",2004,"west bengal",19,8
"2188",2004,"west bengal",20,16
"2189",2004,"west bengal",21,5
"2190",2004,"west bengal",22,7
"2191",2004,"west bengal",23,14
"2192",2004,"west bengal",24,4
"2193",2004,"west bengal",25,4
"2194",2004,"west bengal",26,6
"2195",2004,"west bengal",27,7
"2196",2004,"west bengal",28,5
